Ticker,Signal Date,Entry Price,Highest High,Lowest Low,Final Close,MFE (%),MAE (%),Peak Day,Bottom Day
POLICYBZR,2024-10-04,1690.75,1747.800048828125,1605.0,1652.6500244140625,3.374245088163537,-5.071713736507467,2024-10-07,2024-10-11
PNBHOUSING,2024-10-04,930.1102905273438,1009.2570586984448,912.1020817340318,984.4832763671876,8.509396033692656,-1.9361369266328463,2024-10-14,2024-10-07
PAYTM,2024-10-04,651.8499755859375,772.8499755859375,637.0999755859375,717.6500244140625,18.562553429757365,-2.2627906040406707,2024-10-08,2024-10-07
SUZLON,2024-10-04,70.93000030517578,80.5999984741211,66.0999984741211,74.01000213623047,13.63315681282986,-6.809533075248332,2024-10-09,2024-10-08
CYIENT,2024-10-04,1786.05078125,1854.3795105002616,1751.6682185212085,1791.724609375,3.8256879349444097,-1.9250607591755182,2024-10-10,2024-10-08
KAYNES,2024-10-04,4870.7998046875,5755.5498046875,4778.39990234375,5682.2998046875,18.164367978099722,-1.8970170413250678,2024-10-14,2024-10-07
APTUS,2024-10-04,358.7851257324219,389.7391436195704,344.957707093647,378.0950012207031,8.627452942470565,-3.8539553752535474,2024-10-14,2024-10-07
BIOCON,2024-10-04,339.5460205078125,352.2290584102009,334.1532368657015,346.0373229980469,3.735292754549176,-1.5882334989659872,2024-10-09,2024-10-07
CANBK,2024-10-04,99.91026306152344,105.2779468224854,98.80004026373228,100.87567901611328,5.372504882362903,-1.1112199725742808,2024-10-07,2024-10-07
AVALON,2024-10-04,544.9000244140625,659.0,527.4500122070312,629.2999877929688,20.93961653032234,-3.2024245595869547,2024-10-14,2024-10-07
CANFINHOME,2024-10-04,805.88818359375,860.8951419966693,802.8567143932323,852.6319580078125,6.825631585466752,-0.3761649894156839,2024-10-09,2024-10-07
CARTRADE,2024-10-04,846.6500244140625,996.0,837.2000122070312,978.8499755859376,17.640107633528686,-1.1161651136278274,2024-10-14,2024-10-08
BHEL,2024-10-04,256.11181640625,273.3256539027724,253.61705873532688,268.1864624023437,6.721219558732672,-0.974089249738436,2024-10-11,2024-10-07
CESC,2024-10-04,172.2962646484375,182.8722293653451,168.2293075558909,176.09083557128906,6.138243761980197,-2.360444145927968,2024-10-07,2024-10-08
COCHINSHIP,2024-10-04,1550.7071533203125,1704.5918446388416,1487.4532695942144,1605.4613037109375,9.92351721529351,-4.07903475460608,2024-10-10,2024-10-08
AMBER,2024-10-04,4931.2998046875,5298.0,4800.0,5145.39990234375,7.436177272449125,-2.662580047611211,2024-10-14,2024-10-07
BPCL,2024-10-04,308.341064453125,322.1473945409876,302.1282198979304,313.63348388671875,4.47761640582955,-2.0149260904361554,2024-10-09,2024-10-08
ADANIGREEN,2024-10-04,1752.449951171875,1833.949951171875,1725.550048828125,1775.3499755859375,4.650632101961052,-1.534988335944308,2024-10-09,2024-10-08
NBCC,2024-10-25,92.10797882080078,100.38989122593856,84.11232447053281,96.5500030517578,8.991525502096314,-8.680740205822763,2024-11-04,2024-10-28
TIINDIA,2024-11-14,3423.635009765625,3662.549042735356,3363.1579474368223,3422.237548828125,6.97837334553039,-1.766457643887187,2024-11-21,2024-11-18
WHIRLPOOL,2024-11-14,1823.0201416015625,1858.7820593349688,1702.4350218492923,1809.22314453125,1.9616852780347627,-6.614579674711305,2024-11-25,2024-11-22
INOXWIND,2024-11-14,188.8699951171875,195.63999938964844,180.75,184.41000366210935,3.58447844945428,-4.299250980627873,2024-11-19,2024-11-21
SUZLON,2024-11-14,59.2599983215332,68.33000183105469,56.79999923706055,63.56999969482422,15.305440037830262,-4.151196682668097,2024-11-22,2024-11-18
RPOWER,2024-11-14,34.130001068115234,36.79999923706055,33.29999923706055,36.310001373291016,7.823023982966309,-2.431883401931938,2024-11-25,2024-11-19
TORNTPOWER,2024-11-14,1544.2642822265625,1632.9342861128766,1450.0828439542904,1517.0487060546875,5.741893075352833,-6.098790171879046,2024-11-25,2024-11-22
GRSE,2024-11-14,1369.6314697265625,1558.7776263151811,1353.4414238263705,1520.0797119140625,13.810003695839463,-1.1820731531106117,2024-11-26,2024-11-22
MOIL,2024-11-19,278.47174072265625,321.071761767741,271.4603844640995,310.3371276855469,15.29778961934677,-2.517798122122458,2024-11-28,2024-11-21
INOXWIND,2024-11-19,188.69000244140625,197.6999969482422,180.75,193.66000366210935,4.775024850420363,-4.207961385697609,2024-11-28,2024-11-21
RPOWER,2024-11-19,34.279998779296875,40.02000045776367,33.810001373291016,40.0,16.744462902179052,-1.3710543253861212,2024-11-28,2024-11-22
ADANIGREEN,2024-11-19,1145.699951171875,1219.0,870.25,1087.199951171875,6.397839919007617,-24.04206711278394,2024-11-22,2024-11-27
PRAJIND,2025-01-13,715.084228515625,796.6770056228406,686.4058426393507,754.1283569335938,11.410233068150065,-4.010490615323042,2025-01-21,2025-01-14
NETWORK18,2025-01-13,61.43999862670898,63.27999877929688,55.040000915527344,55.290000915527344,2.9947919819581936,-10.416663174206924,2025-01-15,2025-01-21
HUDCO,2025-01-13,205.2969207763672,228.48134093497112,196.98119990964472,219.8015289306641,11.293116365763245,-4.050582363960979,2025-01-20,2025-01-14
HINDCOPPER,2025-01-13,224.56008911132807,253.68297295303543,217.09064105814156,242.0914306640625,12.96886011978263,-3.326258055358827,2025-01-21,2025-01-14
NBCC,2025-01-13,83.02649688720703,97.90236547066442,78.67330282386477,93.87490844726562,17.91701341279823,-5.2431383071071265,2025-01-20,2025-01-14
TEXRAIL,2025-01-13,176.8222198486328,204.45039335333024,169.71868880634912,190.08413696289065,15.624831273099215,-4.017329410503166,2025-01-17,2025-01-14
POLICYBZR,2025-01-13,1743.8499755859375,1841.3499755859373,1641.3499755859375,1651.449951171875,5.591077292485528,-5.877799204920697,2025-01-16,2025-01-21
INOXWIND,2025-01-13,155.25999450683594,172.4199981689453,149.80999755859375,165.57000732421875,11.052430934714376,-3.5102390448701386,2025-01-16,2025-01-14
YATHARTH,2025-01-13,486.8500061035156,509.5,407.1499938964844,425.9500122070313,4.6523556768054055,-16.370547644624075,2025-01-14,2025-01-21
PFC,2025-01-13,393.070068359375,416.2361410972456,370.6573636024732,402.9580383300781,5.89362421681276,-5.7019617012431425,2025-01-20,2025-01-14
BHEL,2025-01-13,196.68670654296875,218.04182235609576,191.3678812078363,209.110595703125,10.857427117710019,-2.704211905633029,2025-01-20,2025-01-14
PVRINOX,2025-01-13,1086.25,1122.449951171875,1075.0,1077.4000244140625,3.332561672899885,-1.0356731875719216,2025-01-16,2025-01-21
SJVN,2025-01-13,91.16649627685548,99.24196180165694,88.12244332195543,95.87799072265624,8.857931207839545,-3.3390039973191876,2025-01-21,2025-01-14
RVNL,2025-01-13,373.6178283691406,434.1603221850385,357.6021000405956,415.7149658203125,16.204391016394677,-4.286660622822644,2025-01-17,2025-01-14
ADANIGREEN,2025-01-13,1006.8499755859376,1127.0,897.5,1045.699951171875,11.933259902414054,-10.860602695282507,2025-01-16,2025-01-14
YATHARTH,2025-01-14,486.1000061035156,501.0,407.1499938964844,431.75,3.0652116250563064,-16.24151639903883,2025-01-15,2025-01-21
SYRMA,2025-01-22,468.4328918457031,553.7250012295834,401.7064228548631,535.1094360351562,18.207967644589445,-14.244616497344307,2025-01-30,2025-01-28
AVALON,2025-01-22,716.5,750.0499877929688,598.0,628.8499755859375,4.682482594971214,-16.538729937194695,2025-01-23,2025-01-29
NETWORK18,2025-01-22,53.88999938964844,55.34999847412109,47.59000015258789,51.4900016784668,2.7092208220605323,-11.690479325317444,2025-01-23,2025-01-28
KAYNES,2025-01-22,5595.5,5874.7001953125,4214.4501953125,4725.64990234375,4.9897273757930485,-24.681436952685193,2025-01-23,2025-01-28
POLICYBZR,2025-01-22,1686.800048828125,1735.25,1605.0,1656.0999755859375,2.8722996069116054,-4.84942177260157,2025-01-30,2025-01-23
TRENT,2025-01-22,5728.63720703125,5787.436365209168,5312.59787533539,5506.4296875,1.0264074343152436,-7.262448583499386,2025-01-23,2025-01-28
YATHARTH,2025-01-22,452.2999877929688,459.7999877929688,392.5499877929688,424.8500061035156,1.6581915105938438,-13.21025903439762,2025-01-24,2025-01-29
GLAND,2025-01-27,1472.5321044921875,1529.2041602485788,1403.9708599304531,1499.9764404296875,3.848612575814434,-4.656010171362491,2025-02-03,2025-01-28
NETWORK18,2025-01-28,51.400001525878906,53.5,49.59000015258789,51.83000183105469,4.08560002291787,-3.5214033454448734,2025-02-01,2025-01-29
SYRMA,2025-01-28,504.1667785644531,568.2980593416611,443.0299446426097,562.4089965820312,12.720251215245307,-12.126311474929453,2025-02-04,2025-01-29
GLAND,2025-01-28,1492.9420166015625,1529.2041602485788,1421.755204569767,1445.087890625,2.4289050240250516,-4.768223496974149,2025-02-03,2025-02-04
WHIRLPOOL,2025-02-11,996.0091552734376,1044.6217423042615,962.2892324348744,999.5953369140624,4.880736966466749,-3.3855033018552896,2025-02-13,2025-02-18
NFL,2025-02-12,88.6615982055664,91.3286371240509,80.8081232926984,86.27996826171875,3.0081105827810917,-8.857808873080913,2025-02-13,2025-02-17
WHIRLPOOL,2025-02-12,1018.7216186523438,1044.6217423042615,962.2892324348744,983.5571899414062,2.5424142550524,-5.539529659940187,2025-02-13,2025-02-18
TIINDIA,2025-02-14,2600.067138671875,2793.354315538781,2510.089302475745,2659.086669921875,7.433930224034059,-3.460596646057797,2025-02-21,2025-02-17
FACT,2025-02-14,748.5046997070312,762.6491440814392,682.830590972789,714.91796875,1.8896934621712016,-8.77404093253489,2025-02-17,2025-02-24
KIOCL,2025-02-14,261.79998779296875,277.04998779296875,242.0,251.1999969482422,5.82505756725233,-7.563020899995827,2025-02-21,2025-02-24
WHIRLPOOL,2025-02-14,995.7601318359376,1013.09327348123,951.3314603547803,959.3505249023438,1.740694479636807,-4.461784526283623,2025-02-19,2025-02-24
BEML,2025-02-19,1304.2320556640625,1356.534548003449,1216.4482673822993,1219.77783203125,4.01021368185557,-6.730687832777371,2025-02-21,2025-02-28
BIOCON,2025-02-28,304.6426696777344,338.4474632411912,290.61144213644866,327.7118225097656,11.096539299375612,-4.605798510145878,2025-03-07,2025-03-03
GSFC,2025-02-28,163.3091583251953,177.00127145530988,154.59777581952176,173.36827087402344,8.384167348930697,-5.334289022742189,2025-03-07,2025-03-03
NOCIL,2025-02-28,164.2645263671875,194.0948362959183,162.0193362626823,179.34780883789062,18.15992204065401,-1.3668137327997667,2025-03-07,2025-03-03
WENDT,2025-03-03,8377.3349609375,10518.701930411293,8319.466512671535,9339.546875,25.561434268281356,-0.6907739577777204,2025-03-07,2025-03-04
BEML,2025-03-03,1238.08984375,1348.9312385965025,1174.9541684665949,1211.30517578125,8.952613205418071,-5.0994421448588945,2025-03-07,2025-03-04
GSFC,2025-03-03,164.88150024414062,177.00127145530988,159.01206412497405,167.9383087158203,7.350594938318405,-3.5597905832223047,2025-03-07,2025-03-04
IOLCP,2025-03-03,62.2955436706543,70.05042552747625,58.50690097959851,64.47598266601562,12.448533875586133,-6.081723455349679,2025-03-10,2025-03-04
KIOCL,2025-03-03,229.27999877929688,275.8099975585937,221.6199951171875,240.5,20.29396328813061,-3.340894845992578,2025-03-07,2025-03-04
NOCIL,2025-03-03,172.22653198242188,194.0948362959183,163.19633021445202,173.84860229492188,12.697407340077191,-5.24321175374507,2025-03-07,2025-03-04
NATIONALUM,2025-04-11,144.87646484375,157.295530500601,138.45644204029668,155.0662384033203,8.5721760744542,-4.43137731886083,2025-04-22,2025-04-15
COFORGE,2026-02-25,1200.4000244140625,1239.5,1129.699951171875,1162.9000244140625,3.257245484064608,-5.889709413884552,2026-02-26,2026-03-02
RPOWER,2026-03-02,23.170000076293945,24.100000381469727,21.1299991607666,22.86000061035156,4.013812266350823,-8.804492485153427,2026-03-04,2026-03-09
JUSTDIAL,2026-03-04,535.6500244140625,548.7999877929688,508.8999938964844,525.25,2.454954313367342,-4.993938074928585,2026-03-06,2026-03-09
FACT,2026-03-04,678.0499877929688,928.7999877929688,652.0999755859375,845.0999755859375,36.981049261011464,-3.8271532592305944,2026-03-11,2026-03-09
RPOWER,2026-03-04,22.549999237060547,24.280000686645508,21.1299991607666,23.65999984741211,7.671847042645272,-6.2971180680139405,2026-03-12,2026-03-09
INOXWIND,2026-03-04,86.31999969482422,88.08999633789062,79.04000091552734,83.68000030517578,2.050505849541304,-8.433733555415417,2026-03-06,2026-03-09
SYMPHONY,2026-03-04,759.6500244140625,843.5499877929688,730.5499877929688,815.5,11.044554818993186,-3.8307162095518072,2026-03-11,2026-03-09
CARTRADE,2026-03-04,1778.300048828125,1835.800048828125,1651.199951171875,1678.699951171875,3.2334250925703847,-7.147280783128089,2026-03-05,2026-03-12
SAPPHIRE,2026-03-09,173.16000366210938,177.67999267578125,153.52999877929688,165.6300048828125,2.6102962104873946,-11.336338916414512,2026-03-10,2026-03-13
NBCC,2026-03-09,87.04000091552734,88.38999938964844,80.25,83.12999725341797,1.5510092600197378,-7.8010119992037525,2026-03-11,2026-03-16
INOXWIND,2026-03-09,82.93000030517578,86.94999694824219,77.18000030517578,78.20999908447266,4.847457648948679,-6.933558397251247,2026-03-12,2026-03-16
EASEMYTRIP,2026-03-13,6.889999866485596,7.320000171661377,6.320000171661377,6.46999979019165,6.240933432631732,-8.272854947310185,2026-03-18,2026-03-23
SAPPHIRE,2026-03-13,163.05999755859375,172.99000549316406,153.3000030517578,154.47999572753906,6.08978785922162,-5.985523520769584,2026-03-18,2026-03-23
INOXWIND,2026-03-19,81.83999633789062,84.4000015258789,75.05000305175781,75.48999786376953,3.128061220114008,-8.296668609440239,2026-03-20,2026-03-30
MIDHANI,2026-03-19,315.29998779296875,326.0,266.6499938964844,270.45001220703125,3.3935974060541536,-15.429748106564716,2026-03-20,2026-03-30
BPCL,2026-03-19,287.79998779296875,298.5,270.0,281.0,3.7178640239305323,-6.184846611520121,2026-03-27,2026-03-23
APTUS,2026-03-19,206.89495849609372,210.9767772544167,191.24135126964168,192.76708984375,1.9728942589966725,-7.565968421964997,2026-03-20,2026-03-30
M&M,2026-03-19,3066.10009765625,3157.89990234375,2935.0,2954.699951171875,2.9940250403981414,-4.2757931404934855,2026-03-25,2026-03-23
SAPPHIRE,2026-03-19,160.1300048828125,164.6999969482422,149.00999450683594,150.4199981689453,2.853926138810857,-6.944363977328602,2026-03-27,2026-03-30
RVNL,2026-03-19,264.54998779296875,273.3999938964844,248.0,249.6499938964844,3.3453058067957473,-6.255901930307561,2026-03-25,2026-03-30
DEVYANI,2026-03-19,104.16999816894533,107.0,94.30999755859376,94.58999633789062,2.7167148706913777,-9.465297862788079,2026-03-20,2026-03-30
BAJFINANCE,2026-03-19,830.5499877929688,888.7999877929688,787.9000244140625,801.5499877929688,7.013424942042137,-5.135147071910813,2026-03-25,2026-03-23
HINDCOPPER,2026-03-19,489.4500122070313,498.0,445.7000122070313,453.5,1.7468561813728494,-8.938604333202935,2026-03-27,2026-03-23
TEXRAIL,2026-03-19,89.62999725341797,92.31999969482422,78.05000305175781,78.80000305175781,3.001230083496035,-12.919775249930138,2026-03-20,2026-03-30
IDFCFIRSTB,2026-03-19,62.95000076293945,63.880001068115234,58.66999816894531,58.84999847412109,1.477363453382673,-6.7990509009078615,2026-03-20,2026-03-30
AMBUJACEM,2026-03-19,420.5499877929688,427.7000122070313,394.0,401.25,1.7001604141247444,-6.313158616958281,2026-03-25,2026-03-23
CHOLAFIN,2026-03-19,1440.5,1483.300048828125,1335.0,1354.699951171875,2.9711939484987853,-7.323845886844846,2026-03-25,2026-03-30
ULTRACEMCO,2026-03-19,10934.0,11236.0,10325.0,10745.0,2.7620267056886774,-5.569782330345711,2026-03-25,2026-03-23
HINDZINC,2026-03-19,505.5137939453125,517.0529626269199,475.31555313854193,493.1398620605469,2.2826614861583256,-5.973771867051659,2026-03-20,2026-03-23
LT,2026-03-19,3434.800048828125,3660.0,3288.10009765625,3504.10009765625,6.556420984351274,-4.270989550670516,2026-03-25,2026-03-23
RPOWER,2026-03-20,20.96999931335449,23.299999237060547,20.170000076293945,22.350000381469727,11.11111111111113,-3.814970258730879,2026-03-25,2026-03-30
ROSSARI,2026-03-20,388.75,429.0,375.0,404.2999877929688,10.353697749196142,-3.536977491961415,2026-03-25,2026-03-30
COROMANDEL,2026-03-20,1846.5,2027.0,1818.0999755859373,1918.699951171875,9.775250473869484,-1.5380462720857149,2026-03-25,2026-03-23
BPCL,2026-03-20,271.29998779296875,298.5,270.0,281.25,10.02580664610564,-0.479169867844145,2026-03-27,2026-03-23
DEVYANI,2026-03-20,101.16000366210938,106.75,94.30999755859376,96.76000213623048,5.525895744885606,-6.771456954861063,2026-03-25,2026-03-30
COCHINSHIP,2026-03-20,1269.199951171875,1372.0,1187.0,1338.5999755859375,8.099594451859842,-6.47651704492884,2026-04-01,2026-03-30
UPL,2026-03-20,602.4000244140625,632.8499755859375,565.1500244140625,594.5,5.054772566035801,-6.183598686974162,2026-03-25,2026-03-30
TEXRAIL,2026-03-20,84.37999725341797,91.29000091552734,78.05000305175781,88.4000015258789,8.189148953580313,-7.501771044918762,2026-03-25,2026-03-30
HINDZINC,2026-03-20,478.9000549316406,521.423103497438,475.31555313854193,515.0397338867188,8.879315867246497,-0.7484864025773302,2026-04-01,2026-03-23
TATACOMM,2026-03-20,1383.0,1457.699951171875,1342.0999755859375,1390.199951171875,5.401297987843456,-2.957340883157086,2026-03-25,2026-03-30
HOMEFIRST,2026-03-20,905.2000122070312,960.5999755859376,893.7000122070312,950.4500122070312,6.120190304000532,-1.2704374552493707,2026-03-25,2026-03-30
GRINDWELL,2026-03-20,1364.199951171875,1425.0,1329.0,1405.4000244140625,4.456828251305576,-2.5802633361507996,2026-04-01,2026-03-23
APTUS,2026-03-20,199.49417114257807,207.12281568849903,191.24135126964168,201.8124847412109,3.8239937047929016,-4.136872684384403,2026-03-25,2026-03-30
SAPPHIRE,2026-03-20,154.47999572753906,164.6999969482422,149.00999450683594,155.33999633789062,6.6157441114436875,-3.5409123329798167,2026-03-27,2026-03-30
ZEEL,2026-03-20,68.38999938964844,77.27999877929688,68.0,76.06999969482422,12.998975682099559,-0.5702579223994965,2026-03-25,2026-03-23
WHIRLPOOL,2026-03-23,798.4500122070312,832.5,775.9500122070312,814.4000244140625,4.264510898916472,-2.8179597540247694,2026-04-01,2026-03-30
PRINCEPIPE,2026-03-23,226.1000061035156,237.75,205.0,224.8800048828125,5.152584512160815,-9.33215636175408,2026-03-25,2026-03-30
WESTLIFE,2026-03-23,424.7999877929688,496.8500061035156,404.0,459.9500122070313,16.9609275849747,-4.896419112682724,2026-03-30,2026-03-24
BANDHANBNK,2026-03-23,149.99000549316406,155.5,140.6999969482422,146.33999633789062,3.6735744416564216,-6.193751719907281,2026-03-25,2026-04-02
ADANIPORTS,2026-03-23,1344.199951171875,1405.4000244140625,1307.0999755859375,1377.5999755859375,4.552899528737017,-2.7600042355003582,2026-04-01,2026-03-30
VOLTAS,2026-03-23,1302.0999755859375,1381.0,1186.800048828125,1235.4000244140625,6.059444427725908,-8.854921198038438,2026-03-25,2026-04-02
VINDHYATEL,2026-03-23,1017.5999755859376,1098.75,963.9000244140624,1092.050048828125,7.974648816921985,-5.27711796975571,2026-04-02,2026-03-30
SAPPHIRE,2026-03-23,158.44000244140625,164.6999969482422,139.91000366210938,153.97000122070312,3.951018941161016,-11.695278019292871,2026-03-27,2026-04-02
ROSSARI,2026-03-23,397.8999938964844,464.4500122070313,375.0,428.1000061035156,16.72531272464916,-5.755213432459091,2026-04-02,2026-03-30
AMBER,2026-03-23,6452.0,6820.0,6136.0,6281.5,5.7036577805331685,-4.897706137631743,2026-04-01,2026-03-24
BAJFINANCE,2026-03-23,849.0,888.7999877929688,792.4500122070312,826.8499755859375,4.68786664228136,-6.660775947346142,2026-03-25,2026-04-02
ULTRACEMCO,2026-03-23,10764.0,11236.0,10365.0,10620.0,4.384986993682646,-3.706800445930881,2026-03-25,2026-04-02
